Name,Description,Latitude,Longitude,Category,Address,Website,Cuisine
Lao Shan Dong Homemade Noodles,"[Bib Gourmand] Noodles | $
This household name on the beef noodle scene has been building up a loyal following since 1949. The broth is slow cooked with beef bones and a blend of 10 Chinese herbs. Its exceptional flavour and de",25.0435862,121.5059525,Bib Gourmand,"Shop 15, B1, 70 Xining South Road, Wanhua District, Taipei, 108, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/lao-shan-dong-homemade-noodles,Noodles
Noon Turnip Cake,"[Bib Gourmand] Small eats | $
The owner returned to his hometown in 2022 and remodelled this riverside warehouse into a rustic joint specialising in traditional Hakkanese rice cakes made from scratch. Local seasonal ingredients, s",24.7166764,121.1403927,Bib Gourmand,"8 Riverbank Boulevard, Hengshan Township, Hsinchu County, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-county_2853127/restaurant/noon-turnip-cake,Small eats
GARDEN h,"[Bib Gourmand] Hakkanese, Jiangzhe | $$
Thanks to floor-to-ceiling windows, diners can sit back and appreciate the beauty of a century-old camellia tree in the yard. The menu is mostly Hakkanese, with some Jiangzhe dishes, jazzed up by crea",24.9992328,121.5180667,Bib Gourmand,"22 Zhiguang Street, Yonghe District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/garden-h,"Hakkanese, Jiangzhe"
Ang Gu,"[Bib Gourmand] Noodles | $
This shop began as a street stall over 60 years ago. Into the third generation, the family business still attracts diners in droves with good old comfort food. Its eponymous ang gu noodles see springy",24.792825,121.1774279,Bib Gourmand,"35 Guangfu Road, Guanxi Township, Hsinchu County, Taiwan",http://www.anggu.com.tw/about.html,Noodles
Soft Power,"[Bib Gourmand] Small eats | $
This hipster breakfast shop was founded in 2017 before moving to a quiet alley near Xingtian Temple. It prides itself on its egg fritters in south Taiwanese style with a crisp crust and fluffy, soft c",25.06425,121.53611,Bib Gourmand,"21, Alley 30, Lane 135, Section 2, Minquan East Road, Zhongshan District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/soft-power,Small eats
Mai Yen Shun,"[Bib Gourmand] Taiwanese | $$
Memorabilia and vinyl records mingle with glamorous portraits and obsolete farming tools in this nostalgic interior. In the same spirit, the menu compiles a list of some much-missed home-style Taiwane",22.6512679,120.2869283,Bib Gourmand,"173 Cinghai Road, Gushan District, Kaohsiung, Taiwan",https://guide.michelin.com/en/kaohsiung-region/kaohsiung/restaurant/mai-yen-shun,Taiwanese
Lou's (Nantun),"[Bib Gourmand] Taiwanese | $$
Sesame oil lover alert: this no-frills shop is famous for cooking with the earthy, nutty oil. Simmered for a whole day, the sesame oil chicken leg soup exudes intoxicating aromas of wine and herbs. An",24.1462415,120.6347791,Bib Gourmand,"65, Section 3, Xiangshang Road, Nantun District, Taichung, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/lou-s-nantun,Taiwanese
Ke Kou Beef Noodles,"[Bib Gourmand] Noodles | $
Both the owner and his wife are beef lovers, and Ke Kou is their brainchild. The signature noodle soup with red braised beef and sinew boasts a complex and rich broth – simmered for hours with 35 diff",24.1569617,120.6504773,Bib Gourmand,"911 Dadun Road, Xitun District, Taichung, 407, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/ke-kou-beef-noodles,Noodles
Sinchao Rice Shoppe,"[Bib Gourmand] Taiwanese | $$
A spinoff of Old & New Taiwanese Cuisine in Kaohsiung, the name is a homophone for ""new fried rice"", which is a menu staple here. Signatures such as bottarga and seared scallop fried rice, and veggie ",25.0406268,121.5667396,Bib Gourmand,"2F, Breeze Xin Yi, 68, Section 5, Zhongxiao East Road, Xinyi District, Taipei, 110, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/sinchao-rice-shoppe,Taiwanese
Taichung Meatball,"[Bib Gourmand] Small eats | $
This genuine institution has been around since 1933 and holds a special place in every Taichungese’s heart because of its no-frills tasty food and bargain prices. There are only three items on the men",24.1343963,120.6827409,Bib Gourmand,"529, Section 3, Fuxing Road, South District, Taichung, 402, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/taichung-meatball,Small eats
A Kun Mian,"[Bib Gourmand] Noodles | $
A firm favourite among many Taichungians, this noodle shop is now run by the third generation of the family. For 60+ years, the signature dish has remained unchanged – blanched egg noodles tossed in b",24.143,120.68242,Bib Gourmand,"142 Pingdeng Street, Central District, Taichung, 400, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/a-kun-mian,Noodles
Liang Chia Pig Knuckle,"[Bib Gourmand] Small eats | $
For 20+ years, locals have been swooning over the pork knuckle rice here – ham hock braised in a marinade with spices and Chinese herbs, served with a glistening amber sauce; the peppery aftertaste is",22.64191,120.34179,Bib Gourmand,"229 Yangming Road, Sanmin District, Kaohsiung, Taiwan",https://guide.michelin.com/en/kaohsiung-region/kaohsiung/restaurant/liang-chia-pig-knuckle,Small eats
Jai Mi Ba,"[Bib Gourmand] Noodles | $$
Its full-length windows and open kitchen may not look like your typical noodle shop. The owner-chef has honed his skills in French cuisine for over 10 years and opened this minimalistic shop in his ho",22.9907395,120.1937314,Bib Gourmand,"159-1 Bao-an Road, West Central District, Tainan, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/jai-mi-ba,Noodles
Hsiao Cho Chih Chia,"[Bib Gourmand] Taiwanese | $$
This little gem with only five tables opened its doors in 1995 and moved to this address in 2010. The chef has been cooking professionally for over 40 years and he excels in making additive-free, simp",25.065868,121.530352,Bib Gourmand,"420 Jilin Road, Zhongshan District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/hsiao-cho-chih-chia,Taiwanese
Zhu Xin Ju,"[Bib Gourmand] Taiwanese | $$
This quaint red-brick mansion built circa 1846 has been home to an omakase restaurant serving traditional Taiwanese banquet dishes since 2015. The room was carefully restored to its former glory, befi",23.0003366,120.1950406,Bib Gourmand,"69 Sinyi Street, West Central District, Tainan, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/zhu-xin-ju,Taiwanese
Small Park Danzai Noodles,"[Bib Gourmand] Noodles | $
Over 70 years ago, a stall opened by a small park and the owner would sit on a tiny stool to blanch the noodles, to be tossed in pork sauce or served in soup. Nowadays, the park no longer exists, but ",22.9971812,120.1996507,Bib Gourmand,"321, Section 2, Simen Road, West Central District, Tainan, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/small-park-danzai-noodles,Noodles
Yeh Chia Pork Ribs Medicinal Herbs Soup,"[Bib Gourmand] Small eats | $
Established for over 10 years, this shop offers a menu specializing in medicinal stews. His signature pork ribs, simmered in claypot, remains highly popular for its unique blend of Chinese herbs and m",25.0202281,121.4813581,Bib Gourmand,"441, Section 2, Zhongshan Road, Banqiao District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/yeh-chia-pork-ribs-medicinal-herbs-soup,Small eats
Cat House,"[Bib Gourmand] Noodles | $
With a calligraphy mural and carved wooden wall art, the white interior exudes an arty vibe. The owner named it after his mother’s nickname and the mindfully prepared healthy score is also inspired by",24.7957336,120.9712507,Bib Gourmand,"63 Xida Road, East District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/cat-house,Noodles
Xiao Ping Kitchen,"[Bib Gourmand] Taiwanese | $$
This small shop opens until late and is a favourite spot with the locals for late-night supper. The menu features around 20 home-style dishes, most of which are cold appetisers. Freshly prepared daily",25.0639495,121.5290815,Bib Gourmand,"130 Zhongyuan Road, Zhongshan District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/xiao-ping-kitchen,Taiwanese
Yuan Fang Guabao,"[Bib Gourmand] Street Food | $
A 60-year-old shop selling buns stuffed with marinated pork belly, pickles, ground peanuts and coriander.",25.039542,121.498529,Bib Gourmand,"Huaxi Street Night Market, Stall 161, 17-2 Huaxi Street, Wanhua District, Taipei, 108, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/yuan-fang-guabao,Street Food
Din Tai Fung (Xinyi Road),"[Bib Gourmand] Shanghainese | $$
The story of the international chain famous for xiao long bao dates back to 1972 when its first shop opened on Xinyi Road. The former flagship eatery is now takeaway-only, but dine-in service is avail",25.03381,121.5322,Bib Gourmand,"277, Section 2, Xinyi Road, Da'an District, Taipei, 110, Taiwan",https://www.dintaifung.com.tw/eng/index.php,Shanghainese
Simmer House,"[Bib Gourmand] Taiwanese | $$
Converted from Taipower Company former staff housing, this tiny gem serves five Chinese double-boiled soups that come with a side, plus your choice of rice or noodles. Spicy food lovers shouldn't miss",22.6154819,120.3169166,Bib Gourmand,"226 Guangsi Road, Cianjhen District, Kaohsiung, Taiwan",https://guide.michelin.com/en/kaohsiung-region/kaohsiung/restaurant/simmer-house,Taiwanese
Ibu Kitchen,"[Bib Gourmand] Taiwanese | $$
Next to Meinung Folk Village, Ibu Kitchen specialises in indigenous Taiwanese cuisine made with produce from the Bunun chef-owner's hometown in Mt Tengzhi. The menu is dominated by healthy options suc",22.8937396,120.5142027,Bib Gourmand,"629, Section 2, Jhongshan Road, Meinong District, Kaohsiung, Taiwan",https://guide.michelin.com/en/kaohsiung-region/kaohsiung/restaurant/ibu-kitchen,Taiwanese
A Wen Rice Cake,"[Bib Gourmand] Small eats | $
Amid century-old shops on the same street, A Wen opened its doors only in 2016. But it has quickly won the hearts of many with their rice cake made from scratch. Rice milk is mixed with three sweet po",22.9908246,120.1943019,Bib Gourmand,"74 Boa-an Road, Central West District, Tainan, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/a-wen-rice-cake,Small eats
Mi Yuan Tzu Steamed Glutinous Rice,"[Bib Gourmand] Small eats | $
After selling sticky rice in a market for 10-plus years, the owner couple opened this shop in 2021. Tables are set on a plant-adorned porch with tiled floor and walls; the cartoon duck and handwritten",22.6283345,120.3105784,Bib Gourmand,"30 Nanhai Street, Sinsing District, Kaohsiung, Taiwan",https://guide.michelin.com/en/kaohsiung-region/kaohsiung/restaurant/mi-yuan-tzu-steamed-glutinous-rice,Small eats
Chang Ying Seafood House,"[Bib Gourmand] Small eats | $$
The ""Mothers of the Field"" programme trains rural women to start their own businesses selling local specialities – and this small shop is one such establishment. It prides itself on milkfish that is f",23.2389728,120.1105684,Bib Gourmand,"484 Cianli, Sanliaowan, Beimen District, Tainan, 727, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/chang-ying-seafood-house,Small eats
Ciao Zai Tou Huang's Braised Pork Rice (Ciaotou),"[Bib Gourmand] Small eats | $
Ciaotou was the centre of Taiwan’s sugar production and this 6-decade-old joint fascinates its fans with terrific braised pork rice boasting a savoury-sweet taste. Pork shoulder and belly in a specifi",22.7547237,120.3122203,Bib Gourmand,"106 Ciaonan Road, Ciaotou District, Kaohsiung, 825, Taiwan",https://guide.michelin.com/en/kaohsiung-region/kaohsiung/restaurant/ciao-zai-tou-huang-s-braised-pork-rice-ciaotou,Small eats
Joes (Gangshan),"[Bib Gourmand] Taiwanese | $$
Gangshan is famous for its goat and you can’t leave without trying caprine dishes. Before opening Joes in 1955, the founder had long been selling goat in the market. With his connections, Joes always ",22.7985835,120.2841362,Bib Gourmand,"111 Hehua Road, Gangshan District, Kaohsiung, 820, Taiwan",https://guide.michelin.com/en/kaohsiung-region/kaohsiung/restaurant/joes-gangshan,Taiwanese
Yeh San Duck Thick Soup,"[Bib Gourmand] Small eats | $
Xingang, in Chiayi County, is famous for its duck thick soup – at Yeh San, you can taste the real thing without travelling there! The owner used to run a duck thick soup shop in Xingang and, when he r",22.9905363,120.224506,Bib Gourmand,"216 Linsen Road, Section 2, East District, Tainan, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/yeh-san-duck-thick-soup,Small eats
Huang Chi Lu Rou Fan,"[Bib Gourmand] Small eats | $
Without flashy branding and publicity stunts, this decades-old shop has gained the patronage of foodies through word of mouth. Its signature braised pork rice leans more towards the fatty side, but st",25.0636638,121.5241848,Bib Gourmand,"28, Lane 183, Section 2, Zhongshan North Road, Zhongshan District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/huang-chi-lu-rou-fan,Small eats
Chi Chia Chuang (Changchun Road),"[Bib Gourmand] Taiwanese | $$
Chicken features heavily on the menu and the owner is picky about them – he uses only pullets from 5 to 6 months old for their tender meat. Specialities include the classic three-cup chicken that impa",25.055052,121.526092,Bib Gourmand,"55 Changchun Road, Zhongshan District, Taipei, 104, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/chi-chia-chuang-changchun-road,Taiwanese
Hao Nung Chia Migao,"[Bib Gourmand] Small eats | $
In 1946, this rice cake joint opened its doors in South District, away from the city’s busy tourist spots. It has ever been a hit with the locals who can’t get enough of its addictive migao, topped wi",22.9816143,120.195999,Bib Gourmand,"66, Section 2, Jiankang Road, South District, Tainan, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/hao-nung-chia-migao,Small eats
Lao Shih Kuan Noodles,"[Bib Gourmand] Noodles | $
The owner’s father was a sergeant major who learnt to make hand-rolled noodles in a village for military families. The noodles are made exactly as they were 60+ years ago, retaining a lovely chew and ",24.2683251,120.5720504,Bib Gourmand,"81-12 Zhennan Street, Qingshui District, Taichung, 406, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/lao-shih-kuan-noodles,Noodles
Little Tree Food (Da'an Road),"[Bib Gourmand] Vegetarian | $$
There’s no shortage of vegetarian restaurants in Taipei, but not many position themselves as a vegetarian equivalent of an American bistro. The head chef has experience in Sichuan and western cuisines",25.0399033,121.5447888,Bib Gourmand,"17, Lane 116, Section 1, Da'an Road, Da'an District, Taipei, Taiwan",https://www.littletreefood.com,Vegetarian
No Name Lamb Soup,"[Bib Gourmand] Small eats | $
After five decades of business in Guohua Street Market, the lamb soup stall shut its doors in 2013. Regulars lamented the loss but the owner’s nephew quit his job in Taipei to re-open the shop here. T",22.99134,120.1945,Bib Gourmand,"144, Section 2, Fucian Road, West Central District, Tainan, 700, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/no-name-lamb-soup,Small eats
Dong Shang Taiwanese Seafood,"[Bib Gourmand] Taiwanese | $$
For over three decades, the owner-chef has been supporting charitable causes and cooking for the disadvantaged. Regulars come here not just for his classic banquet dishes, but also for his vision of u",23.0607491,120.1366261,Bib Gourmand,"217, Section 6, Anzhong Road, Annan District, Tainan, 709, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/dong-shang-taiwanese-seafood,Taiwanese
Fu Tai Table Third Generation,"[Bib Gourmand] Small eats | $
Fu Tai Table began as a street vendor over 80 years ago, but not until 2015 did it have a permanent address. It's the perfect place to experience the unique fan zhuo zai culture – diners order a bowl ",22.995819,120.2050781,Bib Gourmand,"219, Section 2, Minzu Road, West Central District, Tainan, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/fu-tai-table-third-generation,Small eats
Thai Yuan,"[Bib Gourmand] Thai | $$
Previously known as Pad Thai, this simple shop has generated a lot of buzz on social media since it opened in 2020. In the 2nd floor dining room, diners adore the exotic street vibe and the photogenic",22.6179712,120.3014009,Bib Gourmand,"53 Lingya 2nd Road, Lingya District, Kaohsiung, Taiwan",https://guide.michelin.com/en/kaohsiung-region/kaohsiung/restaurant/thai-yuan,Thai
Garden.V,"[Bib Gourmand] Jiangzhe | $$
For 20+ years, Garden.V has been valued by locals for its authentic Jiangzhe fare served in generous portions. The three-storey space feels airy and bright thanks to full-length windows. Certain items",24.8085317,120.9721129,Bib Gourmand,"136, Section 1, Dongda Road, East District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/garden-v,Jiangzhe
Superman,"[Bib Gourmand] Small eats | $$
After 20+ years, this family business is now run by the second-generation owner. The must-try sea bass soup uses a stock made with milkfish, tomato, onion and clams, and without oil, cooking wine or o",24.9692106,121.5417608,Bib Gourmand,"349, Section 1, Beixin Road, Xindian District, New Taipei, 231031, Taiwan",https://www.1997superman.com/,Small eats
Tang Tsao Yuan,"[Bib Gourmand] Noodles | $$
This offshoot of a 30-year-old dumpling shop exudes rustic charm with warm wood and rattan features. In tribute to the unique food culture in villages for military families, the menu offers steamed du",24.8202165,121.0093945,Bib Gourmand,"113 Taike Road, Zhubei City, Hsinchu County, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-county_2853127/restaurant/tang-tsao-yuan,Noodles
Bebu,"[Bib Gourmand] Hakkanese | $$
This béton brut villa in a quiet alley sports a lofty, minimalist vibe and an open kitchen. The family has been selling bantiao, or flat rice noodles, for over 20 years and the third-generation owner ",24.6987091,121.0582157,Bib Gourmand,"1, Lane 16, Gongyuan Street, Beipu Township, Hsinchu County, Taiwan",https://beibu.com.tw,Hakkanese
Li Xiao Lou,"[Bib Gourmand] Taiwanese | $$
An old property in an alley has been remodelled to house this low-profile restaurant. A pared-down interior and casual vibe set the scene, while a Japanese-style wooden counter frames the open kitchen",24.1766503,120.6425912,Bib Gourmand,"50, Lane 293, Section 2, Xitun Road, Xitun District, Taichung, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/li-xiao-lou,Taiwanese
Talking Heads,"[Bib Gourmand] Hunanese, Jiangzhe | $$
As the name suggests, the owner is a die-hard fan of the American rock band. But in stark contrast with the band’s postmodern sound, the room feels warm and homely thanks to the generous use of wood. ",25.0354792,121.5482005,Bib Gourmand,"25 Siwei Road, Da'an District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/talking-heads,"Hunanese, Jiangzhe"
Inn's+ (Shuangcheng Street),"[Bib Gourmand] Taiwanese | $$
Tucked away in a quiet alley, the reputation of Inn’s+ is entirely word of mouth. The owner-chef, who used to manage a bistro, re-interprets Taiwanese classics with less fat and less sodium for a heal",25.0658284,121.523703,Bib Gourmand,"8, Lane 28, Shuangcheng Street, Zhongshan District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/inn-s,Taiwanese
Fu Kuei Ting,"[Bib Gourmand] Taiwanese | $
Many Taichungians have fond childhood memories of this shop as it has been around for some 60 years. The goose noodle soup combines the Chinese herb Dang Gui, springy goose flesh and robust flavours. ",24.1401586,120.6782384,Bib Gourmand,"31, Lane 18, Section 2, Sanmin Road, Central District, Taichung, 400, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/fu-kuei-ting,Taiwanese
House of Dawn,"[Bib Gourmand] Vegetarian | $
With just 8 tables, this little gem is its owner’s pride and joy. Much effort went into the fine details – red bricks against terrazzo walls, bespoke hand-thrown ceramic dinnerware against sleek wood ",24.1574877,120.6488948,Bib Gourmand,"104 Dadun 18th Street, Xitun District, Taichung, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/house-of-dawn,Vegetarian
Fu Juang Yuan,"[Bib Gourmand] Taiwanese | $
One of the most famous spots in town for braised pork trotters, this shop keeps the liquid gold – made with soy, rock sugar, chillis and shallots – on a gentle simmer all day, hence the comforting aro",24.1498664,120.6619496,Bib Gourmand,"203, Section 1, Meicun Road, West District, Taichung, 403, Taiwan",https://www.fu-deka.com/,Taiwanese
Tien Hsia San Chueh,"[Bib Gourmand] Noodles | $$
A far cry from your average cramped noodle shop, this is lavish and glam spot. Better still, it also delivers on flavour – the signature beef noodle soup with oxtail, shank, tendon and heel muscle let",25.038915,121.54525,Bib Gourmand,"3, Lane 27, Section 4, Ren'ai Road, Da'an District, Taipei, 106, Taiwan",https://www.noodle3.com.tw,Noodles
Mao Yuan,"[Bib Gourmand] Taiwanese | $$
Service is friendly at this joint, which has been cooking home-style dishes since 1971. The dining area spreads across two shops, each with two storeys; customers with mobility issues can ask for a ta",25.0484126,121.54258,Bib Gourmand,"185, Section 2, Chang'an East Road, Zhongshan District, Taipei, 104, Taiwan",https://www.maoyuan.tw/,Taiwanese
Hang Zhou Xiao Long Bao (Da'an),"[Bib Gourmand] Dim Sum | $$
This popular soup dumpling shop was born over 20 years ago after its owners were taught how to make xiao long bao by a Shanghainese chef. Only the freshest pork hind leg cuts are used as the filling a",25.0341512,121.5236407,Bib Gourmand,"17 & 19, Section 2, Hangzhou South Road, Da'an District, Taipei, 106, Taiwan",https://www.thebestxiaolongbao.com/,Dim Sum
Tsai Chia Beef Noodles,"[Bib Gourmand] Noodles | $
This noodle joint tucked away among residences is run by a married couple. Their signature beef noodle soup comes in two varieties: red braised and clear broth. For the former, Australian beef shin is",24.9915693,121.5255821,Bib Gourmand,"12, Alley 16, Lane 153, Section 3, Xiulang Road, Zhonghe District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/tsai-chia-beef-noodles,Noodles
Shang Hao,"[Bib Gourmand] Small eats | $
This one-man shop sells chicken rice – silky, skin-on boneless chicken thigh on steamed rice, drizzled with soy sauce, and sprinkled with fried garlic bits. Add an over-easy egg to make it extra cream",25.0049658,121.47488,Bib Gourmand,"1, Lane 8, Minzhi Street, Zhonghe District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/shang-hao,Small eats
A-ba's Taro Ball,"[Bib Gourmand] Small eats | $
Taro shaved ice is a popular Taiwanese dessert, but the ritzy taro extravaganza sold here is hard to beat. Creamy mashed taro, chewy taro balls, mini mochi, molasses pearls and Job's tears are piled o",25.0076592,121.5123326,Bib Gourmand,"1, Lane 18, Baoping Road, Yonghe District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/a-ba-s-taro-ball,Small eats
Wu Wang Tsai Chi,"[Bib Gourmand] Street Food | $
This shop has been selling the same tasty popiah rolls for over 30 years, though it was renamed and changed location. The fillings, including braised pork belly, tofu skin, ground peanuts and pork flo",25.02878,121.50667,Bib Gourmand,"Nanjichang Night Market, 29, Lane 313, Section 2, Zhonghua Road, Zhongzheng District, Taipei, 100, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/wu-wang-tsai-chi,Street Food
Tsui Feng Yuan,"[Bib Gourmand] Cantonese | $$
Helming the kitchen of Tsui Feng Yuan for almost 20 years, chef Peng honours his family’s culinary traditions and handcrafts a Cantonese lineup. Must-tries include crispy duck stuffed with mashed taro",25.0474845,121.5498352,Bib Gourmand,"5, Lane 8, Section 3, Bade Road, Songshan District, Taipei, 105, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/tsui-feng-yuan,Cantonese
Shin Yeh Taiwanese Delight (Nangang),"[Bib Gourmand] Taiwanese | $$
A sister concept spun off from the household brand, it caters to small groups and families with a menu designed for sharing, and champions low-fat and low-sodium Taiwanese cooking. Signatures such as ",25.058745,121.6157559,Bib Gourmand,"Block A, CTBC Financial Park, 166 Jingmao 2nd Road, Nangang District, Taipei, 115, Taiwan",https://www.shinyeh.com.tw/content/zh/brand/Index.aspx?BrandId=3,Taiwanese
BUĒ MI . LAB,"[Bib Gourmand] Noodles | $$
With bar stools, a show kitchen and a soundtrack of Mandarin golden oldies, this self-proclaimed lab experiments with noodle recipes from around the world, serving up bold creations that impress with ",22.99189,120.20825,Bib Gourmand,"90 Cingnian Road, West Central District, Tainan, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/bue-mi-lab,Noodles
Night School Braised Pork Rice,"[Bib Gourmand] Small eats | $
This late-night supper venue is perfect for night owls, and the later it gets, the busier it becomes. Unsurprisingly, braised pork rice is the bestseller – freshly slaughtered pork is stewed in soy, s",24.1504785,120.6552633,Bib Gourmand,"109 Jingcheng Road, West District, Taichung, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/night-school-braised-pork-rice,Small eats
Feng Chi Goose,"[Bib Gourmand] Taiwanese | $$
For decades, this simple shop has been attracting hungry diners with its signature sliced goose platter boasting juicy flesh and wafer-thin skin. The second-generation owner intentionally leaves some ",24.2097324,120.5691427,Bib Gourmand,"170 Pingxi Road, Shalu District, Taichung, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/feng-chi-goose,Taiwanese
Tsou Chi Cai Bao (Zhongzheng Road),"[Bib Gourmand] Small eats | $
This shop with a retro hipster vibe sells chhau-a-koe, a soft, chewy Hakkanese bun made with sticky rice and long-grain rice flours. The savoury version is generously stuffed with shredded white radis",24.7006207,121.0559834,Bib Gourmand,"49 Zhongzheng Road, Beipu Township, Hsinchu County, 314002, Taiwan",https://www.zeugi.co/,Small eats
Jiu Tian Fu,"[Bib Gourmand] Noodles | $
Come here for the island's favourite food – Taiwanese beef noodle soup. Unlike for your typical red braised variety, this shop doesn't add spicy bean sauce and Sichuan spices to the broth. Boneless sh",24.8037919,120.9643124,Bib Gourmand,"436 Xida Road, North District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/jiu-tian-fu,Noodles
Da One Gone Lamb,"[Bib Gourmand] Small eats | $
In business since 2012, this simple shop moved from the main drag to a quiet side street in 2023, but that hasn't stopped regulars coming for the famous herbal lamb soup. Australian lamb is chosen for",25.0247738,121.4657355,Bib Gourmand,"2, Lane 112, Siwei Road, Banqiao District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/da-one-gone-lamb,Small eats
He Jih Hsiang (Minzu Road),"[Bib Gourmand] Small eats | $
This bright, cosy shop moved into this space in 2022. Their signature item of braised pork rice topped with a sunny-side up egg has won the hearts of many local gourmets. The glistening sauce is slow-",24.809133,120.9789429,Bib Gourmand,"163 Minzu Road, East District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/he-jih-hsiang-minzu-road,Small eats
Dongmen Rice Noodle Soup,"[Bib Gourmand] Small eats | $
This stall in Dongmen Market has long been around and it specialises in thick rice noodles in a clear broth made with chicken bones. The signature seafood taro rice noodle soup is the must-try: deep-f",24.8051475,120.9688171,Bib Gourmand,"Shop 1116 & 1117, Dongmen Market, 86 Datong Road, East District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/dongmen-rice-noodle-soup,Small eats
Ajisai,"[Bib Gourmand] Noodles | $
Stained glass windows and wooden shelving contrast beautifully against the cement walls of this noodle shop. The owner used to run a private kitchen specialising in Jiangzhe cooking. The menu thus rev",24.1486888,120.6635005,Bib Gourmand,"102 Zhongxing Street, West District, Taichung, 403, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/ajisai,Noodles
Jin Shang Hsuan,"[Bib Gourmand] Taiwanese | $$
With only 6 tables and a private room, securing a reservation at this little gem can be a challenge. What it lacks in scale, it more than makes up for with the owner-chef’s refined take on Taiwanese c",25.0541826,121.5525346,Bib Gourmand,"111, Lane 155, Dunhua North Road, Songshan District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/jin-shang-hsuan,Taiwanese
Moon Pavilion,"[Bib Gourmand] Taiwanese | $$
In a restored century-old eye clinic, Moon Pavilion juxtaposes colourful velvet-covered banquettes with original wrought iron and red bricks for an interesting clash of industrial and Victorian styles",24.1378627,120.6834946,Bib Gourmand,"2F, Miyahara, 20 Zhongshan Road, Central District, Taichung, Taiwan",https://www.miyahara.com.tw/cposf.php?servref=39,Taiwanese
Unnamed Clay Oven Roll,"[Bib Gourmand] Street Food | $
This pushcart near the end of the market may lack a sign but it always attracts a queue. Their shaobing, fried in oil then baked in a clay oven, comes in two sweet and two savoury varieties – try the ",25.0284359,121.5067445,Bib Gourmand,"Nanjichang Night Market, Stall 74, Lane 311, Section 2, Zhonghua Road, Zhongzheng District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/unnamed-clay-oven-roll,Street Food
